REG1,SLEAK,SSLEEP,BBFSLEEP,LNAOUT,IDD1,IDD2,IDD3,LNA_GAIN,LNA_NF,LNA_IIP3
87,-0.000000144,0.00000201,1.03E-08,0.00961,0.0564,0.00658,0.00277,16.9,1.24,10.5
87,-9.26E-09,0.00000242,-3.06E-09,0.00894,0.0576,0.00724,0.00251,16.8,1.14,10.5
87,-9.48E-08,0.00000263,1.03E-08,0.0096,0.0572,0.00715,0.00275,16.8,1.24,10.6
87,-0.000000168,0.00000201,1.03E-08,0.00909,0.058,0.00723,0.00259,16.7,1.26,10.6
87,-9.26E-09,0.0000018,-3.06E-09,0.00876,0.0562,0.00732,0.00244,16.8,1.25,10.5
87,-0.000000119,0.00000201,1.03E-08,0.00951,0.0584,0.00716,0.00273,16.8,1.27,10.7
87,-0.000000144,0.00000263,1.03E-08,0.00917,0.0603,0.00782,0.00261,16.8,1.3,10.4
87,-0.000000058,0.0000018,-3.06E-09,0.00956,0.0581,0.00764,0.00267,16.9,1.22,10.6
87,-0.000000144,0.00000139,1.03E-08,0.00916,0.0601,0.00787,0.00261,16.8,1.14,10.5
87,-0.000000168,0.00000201,1.03E-08,0.00955,0.0562,0.00656,0.00275,16.8,1.15,10.5
87,-9.26E-09,0.0000018,-3.06E-09,0.00912,0.056,0.00687,0.00261,17,1.15,10.4
87,-0.000000119,0.00000201,1.03E-08,0.00971,0.0557,0.006,0.00277,16.9,1.23,10.7
87,-0.000000168,0.00000201,1.03E-08,0.00951,0.0576,0.00714,0.00272,16.9,1.21,10.6
255,-9.26E-09,0.00000242,-3.06E-09,0.000348,0.0269,0.000802,0.000184,-55.4,         -INF,-1.32
87,-0.000000144,0.00000263,1.03E-08,0.00966,0.0447,0.0065,0.00273,16.9,1.36,10.6
87,-0.000000144,0.00000201,1.03E-08,0.00956,0.0556,0.00604,0.00275,16.8,1.4,10.7
255,1.51E-08,0.000111,-3.06E-09,0.000156,0.000928,0.000624,-0.000000136,-19.6,23.3,16.4
87,-0.000000168,0.00000201,1.03E-08,0.00943,0.056,0.00659,0.0027,16.8,1.08,10.6
87,-0.000000144,0.00000201,1.03E-08,0.00965,0.0601,0.00762,0.00276,16.7,1.17,11
87,-0.000000168,0.00000201,1.03E-08,0.00974,0.0591,0.00747,0.00278,16.7,1.26,10.8
87,-3.36E-08,0.00000118,-3.06E-09,0.00912,0.0591,0.00752,0.00258,16.8,1.36,10.7
87,-0.000000058,0.00000118,-3.06E-09,0.00944,0.0606,0.00823,0.00265,16.9,1.15,10.6
87,-0.000000144,0.00000201,1.03E-08,0.00908,0.0564,0.00673,0.00262,16.7,1.18,10.8
87,-9.26E-09,0.0000018,-3.06E-09,0.00919,0.0604,0.00806,0.00259,16.8,1.38,10.5
87,-9.26E-09,0.0000018,-3.06E-09,0.00916,0.0575,0.00738,0.00259,16.8,1.24,10.6
87,-0.000000144,0.00000201,1.03E-08,0.00947,0.057,0.00704,0.00271,16.8,1.14,10.8
87,-8.24E-08,0.00000118,-3.06E-09,0.00905,0.0566,0.00695,0.00257,16.9,1.2,10.6
87,-3.36E-08,0.0000018,-3.06E-09,0.00894,0.0567,0.00701,0.00253,16.8,0.997,10.4
87,-0.000000119,0.00000201,1.03E-08,0.00913,0.0564,0.0068,0.00261,16.8,1.1,10.7
87,-9.26E-09,0.0000018,-3.06E-09,0.00948,0.0577,0.00774,0.0027,17,0.939,10.5
87,-3.36E-08,0.0000018,-3.06E-09,0.0093,0.057,0.00703,0.00266,16.9,1.01,10.5
87,-0.000000119,0.00000201,1.03E-08,0.00936,0.0572,0.00726,0.00266,16.8,1.39,10.8
87,-9.26E-09,0.0000018,-3.06E-09,0.00891,0.0575,0.00747,0.0025,16.8,1.23,10.6
87,-0.000000058,0.00000118,-3.06E-09,0.00947,0.0592,0.00742,0.00269,16.8,1.11,10.6
87,-0.000000144,0.00000201,1.03E-08,0.00922,0.0586,0.0073,0.00265,16.6,1.19,10.7
87,1.51E-08,0.00000118,-3.06E-09,0.00912,0.0594,0.00755,0.00255,16.8,1.07,10.7
87,-3.36E-08,0.0000018,-3.06E-09,0.00936,0.0564,0.00675,0.00267,17,1.15,10.5
87,-0.000000144,0.00000201,1.03E-08,0.00967,0.0569,0.00673,0.00267,16.9,1.21,10.6
87,1.51E-08,0.0000018,-3.06E-09,0.00901,0.0564,0.0069,0.00253,16.9,1.55,10.5
87,-3.36E-08,0.0000018,-3.06E-09,0.00903,0.0559,0.00666,0.00259,17,1.13,10.3
87,-0.000000144,0.00000201,1.03E-08,0.00921,0.0563,0.00689,0.00268,16.8,1.33,10.6
87,-9.26E-09,0.0000018,-3.06E-09,0.00894,0.0564,0.00708,0.0025,16.9,1.34,10.4
87,-9.26E-09,0.0000018,-3.06E-09,0.00927,0.0558,0.00663,0.00261,17,1.19,10.6
87,-0.000000144,0.00000201,1.03E-08,0.00929,0.0599,0.00761,0.00262,16.7,1.47,10.8
87,3.95E-08,0.00000118,-3.06E-09,0.00882,0.0549,0.00658,0.00247,16.9,1.17,10.3
87,-9.26E-09,0.0000018,-3.06E-09,0.0086,0.0563,0.00683,0.00243,16.8,1.22,10.4
87,-7.04E-08,0.00000201,1.03E-08,0.00931,0.0591,0.00809,0.00271,16.7,1.18,10.8
87,-3.36E-08,0.00000242,-3.06E-09,0.00951,0.0579,0.00701,0.00266,17,1.12,10.5
87,-8.24E-08,0.0000018,-3.06E-09,0.0093,0.0564,0.00691,0.00262,17,1.08,10.6
87,-9.48E-08,0.00000201,1.03E-08,0.00941,0.0572,0.00718,0.00269,16.8,1.09,10.5
87,-9.26E-09,0.00000242,-3.06E-09,0.00944,0.0565,0.00705,0.00269,17,1.23,10.4
87,-3.36E-08,0.0000018,-3.06E-09,0.00941,0.0596,0.00773,0.00263,16.9,0.979,10.6
87,-9.48E-08,0.00000139,1.03E-08,0.0093,0.0567,0.00672,0.00265,16.7,1.21,10.9
87,-9.26E-09,0.0000018,-3.06E-09,0.00903,0.0602,0.00805,0.00253,16.8,1.28,10.5
87,-9.26E-09,0.0000018,-3.06E-09,0.0093,0.0557,0.00669,0.00259,17,1.3,10.4
87,-9.48E-08,0.00000201,1.03E-08,0.00957,0.0576,0.00743,0.00273,16.9,1.09,10.5
87,-3.36E-08,0.0000018,-3.06E-09,0.00939,0.0584,0.0079,0.00267,16.9,1.1,10.6
87,1.51E-08,0.0000018,-3.06E-09,0.00926,0.0567,0.00707,0.00263,16.9,1.19,10.5
87,-7.04E-08,0.00000263,1.03E-08,0.00909,0.0592,0.00776,0.0026,16.7,1.54,10.6
87,-9.26E-09,0.0000018,-3.06E-09,0.00899,0.0561,0.0069,0.00252,16.9,1.08,10.5
87,1.51E-08,0.0000018,-3.06E-09,0.00921,0.0589,0.00788,0.00259,16.9,1.1,10.4
87,-0.000000144,0.00000201,-1.47E-08,0.00948,0.0599,0.00796,0.0027,16.7,1.26,11.1
87,-3.36E-08,0.0000018,-3.06E-09,0.00918,0.0597,0.00779,0.0026,16.8,1.1,10.3
87,1.51E-08,0.0000018,-3.06E-09,0.00897,0.057,0.00658,0.00255,16.8,0.945,10.6
87,-0.000000144,0.00000263,1.03E-08,0.00939,0.0581,0.00779,0.00272,16.8,1.13,10.7
87,-9.26E-09,0.0000018,-3.06E-09,0.00912,0.0572,0.00671,0.00256,16.8,1.29,10.7
87,-9.26E-09,0.00000242,-3.06E-09,0.00909,0.056,0.0069,0.00254,16.9,1.18,10.4
87,-9.48E-08,0.00000201,1.03E-08,0.00999,0.0569,0.00669,0.00283,16.9,1.26,10.9
87,1.51E-08,0.0000018,-3.06E-09,0.00908,0.0573,0.0075,0.00259,16.9,1.05,10.4
87,-9.26E-09,0.0000018,-3.06E-09,0.0096,0.0575,0.00719,0.00267,16.9,1.11,10.6
87,-9.48E-08,0.00000201,1.03E-08,0.00898,0.0559,0.00691,0.00258,16.8,1.36,10.5
87,-8.24E-08,0.0000018,-3.06E-09,0.00905,0.0579,0.00756,0.00258,16.8,1.21,10.7
87,-9.26E-09,0.00000118,-3.06E-09,0.00906,0.0573,0.00762,0.00255,17,1.06,10.3
87,-0.000000168,0.00000201,1.03E-08,0.00943,0.0601,0.00819,0.00263,16.7,1.35,10.9
87,-8.24E-08,0.0000018,-3.06E-09,0.009,0.0593,0.00792,0.00256,16.9,1.2,10.5
87,-9.26E-09,0.0000018,-3.06E-09,0.0092,0.0562,0.00683,0.00263,16.9,1.01,10.6
87,-9.48E-08,0.00000201,1.03E-08,0.00975,0.0577,0.00712,0.00281,16.9,1.1,10.5
87,-9.26E-09,0.0000018,-3.06E-09,0.00907,0.0566,0.00695,0.00257,16.9,1.33,10.7
87,1.51E-08,0.00000118,-3.06E-09,0.00915,0.0494,0.00705,0.00257,16.9,2.19,10.4
87,-9.48E-08,0.00000263,1.03E-08,0.00922,0.0569,0.00695,0.00262,16.8,1.38,10.6
87,-0.000000058,0.0000018,-3.06E-09,0.00964,0.0586,0.00787,0.00269,17,1.26,10.3
87,1.51E-08,0.00000118,-3.06E-09,0.00915,0.0557,0.00641,0.00255,16.9,1.19,10.7
87,-9.48E-08,0.00000201,1.03E-08,0.00949,0.0569,0.00681,0.00276,16.8,1.31,10.8
87,-3.36E-08,0.0000018,-3.06E-09,0.00917,0.0559,0.00655,0.00263,17,1.24,10.6
87,-3.36E-08,0.0000018,-3.06E-09,0.00929,0.0557,0.00624,0.0026,16.9,1.02,10.6
87,-0.000000119,0.00000263,-1.47E-08,0.0093,0.0573,0.00718,0.0027,16.8,1.1,10.7
87,-3.36E-08,0.0000018,-3.06E-09,0.00933,0.0571,0.00745,0.00268,17,1.14,10.4
87,-3.36E-08,0.00000118,-3.06E-09,0.00901,0.0557,0.00644,0.00257,16.9,1.14,10.5
87,-0.000000168,0.00000201,1.03E-08,0.00931,0.0581,0.00756,0.00271,16.7,1.25,10.9
87,-3.36E-08,0.0000018,-3.06E-09,0.00917,0.0562,0.00694,0.00259,17,1.14,10.5
87,-3.36E-08,0.0000018,-3.06E-09,0.00877,0.0561,0.00713,0.00252,16.9,1.1,10.5
87,-0.000000192,0.00000201,1.03E-08,0.00912,0.0594,0.00732,0.00262,16.7,1.3,10.5
87,-3.36E-08,0.0000018,-3.06E-09,0.00902,0.0569,0.00731,0.00258,17,1.19,10.4
87,1.51E-08,0.0000018,-3.06E-09,0.00909,0.058,0.00741,0.00259,16.8,1.18,10.6
87,-0.000000119,0.00000201,1.03E-08,0.0097,0.0596,0.0068,0.0028,16.7,1.3,11
87,-9.26E-09,0.0000018,-3.06E-09,0.00939,0.0582,0.00756,0.00263,16.9,0.975,10.6
87,-9.26E-09,0.0000018,-3.06E-09,0.00923,0.0579,0.00731,0.00266,16.9,1.26,10.4
87,-0.000000119,0.00000263,1.03E-08,0.00945,0.0585,0.00757,0.00272,16.7,1.07,10.8
87,-9.26E-09,0.0000018,-3.06E-09,0.00955,0.058,0.00684,0.00273,16.9,1.04,10.5
87,3.95E-08,0.00000118,-3.06E-09,0.00915,0.0594,0.00788,0.00263,16.9,1.3,10.5
87,-0.000000168,0.00000201,1.03E-08,0.00942,0.0569,0.00714,0.00264,16.8,1.36,10.7
87,-8.24E-08,0.0000018,-3.06E-09,0.00929,0.0581,0.00676,0.00267,16.9,1.11,10.5
87,-9.26E-09,0.00000242,-3.06E-09,0.00937,0.0569,0.00652,0.00263,17,1.03,10.7
87,-0.000000119,0.00000201,1.03E-08,0.00919,0.0575,0.00753,0.00269,16.8,1.05,10.5
87,-9.26E-09,0.00000242,-3.06E-09,0.00918,0.0568,0.00729,0.00257,16.9,1.29,10.6
87,-3.36E-08,0.0000018,-3.06E-09,0.00922,0.0577,0.00731,0.00264,16.9,1.18,10.6
87,-0.000000144,0.00000201,1.03E-08,0.00941,0.0585,0.00744,0.00269,16.8,1.14,10.8
87,-9.26E-09,0.0000018,-3.06E-09,0.00953,0.0581,0.00735,0.00272,17,1.13,10.4
87,-3.36E-08,0.0000018,-3.06E-09,0.00932,0.058,0.00758,0.0026,16.9,1.24,10.6
87,-0.000000119,0.00000201,1.03E-08,0.00947,0.0583,0.00748,0.00274,16.8,1.16,10.7
87,-0.000000058,0.0000018,-3.06E-09,0.00908,0.058,0.00722,0.00254,16.9,1.16,10.6
87,-0.000000058,0.00000118,-3.06E-09,0.00905,0.0576,0.00723,0.00257,16.9,0.958,10.5
87,-0.000000192,0.00000201,1.03E-08,0.00931,0.0595,0.00772,0.00269,16.7,1.34,10.7
87,1.51E-08,0.00000118,-3.06E-09,0.00913,0.0564,0.00676,0.00257,16.9,1.37,10.6
87,-0.000000058,0.0000018,-3.06E-09,0.00938,0.0591,0.00817,0.00259,16.9,1.11,10.8
87,-0.000000144,0.00000263,1.03E-08,0.00956,0.06,0.00723,0.00272,16.7,1.19,10.9
87,-0.000000168,0.00000139,1.03E-08,0.00922,0.0599,0.00769,0.00264,16.7,1.25,10.7
87,-0.000000119,0.00000263,1.03E-08,0.00953,0.06,0.00744,0.00271,16.7,1.28,10.8
87,-9.26E-09,0.00000242,-3.06E-09,0.00909,0.0594,0.00747,0.00257,16.9,1.14,10.3
87,-0.000000144,0.00000201,1.03E-08,0.00929,0.0597,0.0082,0.00268,16.7,1.52,10.9
87,-9.48E-08,0.00000201,-1.47E-08,0.00976,0.0597,0.00753,0.00276,16.7,1.11,10.9
87,1.51E-08,0.0000018,-3.06E-09,0.00981,0.0591,0.00767,0.00278,17,1.06,10.6
87,-0.000000119,0.00000263,1.03E-08,0.00924,0.059,0.00793,0.00263,16.7,1.32,10.9
87,-0.000000168,0.00000263,1.03E-08,0.00971,0.0588,0.00757,0.00276,16.9,1.02,10.6
87,3.95E-08,0.0000018,-3.06E-09,0.00946,0.0589,0.00792,0.00267,16.9,1.3,10.7
87,-0.000000119,0.00000263,1.03E-08,0.00919,0.0581,0.00749,0.00265,16.8,1.25,10.4
87,-0.000000144,0.00000263,1.03E-08,0.00924,0.0574,0.00678,0.00265,16.8,1.16,10.7
87,-9.26E-09,0.0000018,-3.06E-09,0.00918,0.0575,0.00698,0.00257,16.9,1.15,10.6
87,-0.000000168,0.00000201,1.03E-08,0.00934,0.0581,0.00729,0.00266,16.8,1.31,10.8
87,-0.000000119,0.00000201,1.03E-08,0.00945,0.0585,0.0073,0.0027,16.8,1.27,10.6
87,-9.26E-09,0.0000018,-3.06E-09,0.00905,0.0573,0.0071,0.0025,16.9,1.01,10.5
87,-7.04E-08,0.00000201,1.03E-08,0.00919,0.0577,0.00712,0.00264,16.8,1.12,10.7
87,-0.000000119,0.00000201,1.03E-08,0.00892,0.058,0.0077,0.0026,16.7,1.36,10.5
87,1.51E-08,0.0000018,-3.06E-09,0.00932,0.059,0.00781,0.0026,16.9,1.27,10.5
87,-0.000000119,0.00000263,1.03E-08,0.00933,0.0582,0.00765,0.0027,16.7,1.23,10.8
87,-0.000000144,0.00000263,1.03E-08,0.00924,0.0601,0.00734,0.00267,16.7,1.39,10.2
87,-9.26E-09,0.00000242,-3.06E-09,0.00945,0.0578,0.00715,0.00264,16.9,1.33,10.7
87,-0.000000144,0.00000201,1.03E-08,0.00938,0.0604,0.00764,0.00268,16.8,1.16,10.4
87,-0.000000144,0.00000201,1.03E-08,0.00954,0.0577,0.00763,0.00273,16.8,1.21,10.8
87,-3.36E-08,0.0000018,-3.06E-09,0.00953,0.0579,0.00663,0.00269,17,1.16,10.5
87,-0.000000168,0.00000201,1.03E-08,0.00888,0.0576,0.0077,0.00259,16.6,1.17,10.8
87,-0.000000144,0.00000263,1.03E-08,0.00936,0.0583,0.00736,0.00272,16.8,1.47,10.8
87,-9.26E-09,0.00000118,-3.06E-09,0.00908,0.0565,0.00682,0.00253,16.8,1.06,10.5
87,-0.000000144,0.00000201,1.03E-08,0.00896,0.0573,0.00675,0.0026,16.7,1.36,10.6
87,-0.000000119,0.00000201,1.03E-08,0.00955,0.0579,0.00756,0.00272,16.8,1.43,11
87,-3.36E-08,0.0000018,-3.06E-09,0.00911,0.0569,0.00682,0.0025,16.9,1.28,10.6
87,-0.000000144,0.00000201,1.03E-08,0.00885,0.0575,0.00729,0.00255,16.6,1.17,10.7
87,-0.000000119,0.00000201,1.03E-08,0.00941,0.058,0.00763,0.00269,16.8,1.26,10.6
87,-3.36E-08,0.0000018,-3.06E-09,0.00925,0.0591,0.00728,0.00263,16.9,1.37,10.6
87,-0.000000119,0.00000201,1.03E-08,0.00924,0.057,0.00676,0.00262,16.7,1.32,10.5
87,-7.04E-08,0.00000263,1.03E-08,0.00942,0.0574,0.00656,0.00267,16.8,1.2,10.9
87,-8.24E-08,0.0000018,-3.06E-09,0.00915,0.0594,0.00796,0.00259,16.8,1.18,10.7
87,-0.000000119,0.00000201,1.03E-08,0.00925,0.0582,0.00739,0.00267,16.7,1.28,10.8
87,-0.000000192,0.00000263,1.03E-08,0.00966,0.0604,0.00769,0.00275,16.8,1.27,10.8
87,-0.000000058,0.0000161,0.000000598,0.00911,0.0244,0.002,0.00254,16.6,1.23,10.3
87,-0.000000144,0.00000201,1.03E-08,0.00948,0.0602,0.00761,0.00273,16.7,1.09,10.9
87,-9.48E-08,0.00000201,1.03E-08,0.00871,0.0568,0.00748,0.0025,16.7,1.25,10.6
87,-0.000000058,0.0000018,-3.06E-09,0.00926,0.0567,0.0071,0.00267,16.9,1.04,10.5
87,-0.000000144,0.00000201,1.03E-08,0.00962,0.0569,0.00645,0.00272,16.8,1.27,10.8
87,-7.04E-08,0.00000201,-1.47E-08,0.00898,0.0571,0.00718,0.00256,16.7,1.14,10.8
87,-3.36E-08,0.0000018,-3.06E-09,0.00932,0.057,0.00719,0.00264,16.9,0.987,10.5
87,-0.000000119,0.00000263,1.03E-08,0.00933,0.0575,0.00722,0.0027,16.7,1.35,10.7
87,-0.000000119,0.00000201,1.03E-08,0.00942,0.0569,0.00693,0.00273,16.8,1.5,10.9
87,-3.36E-08,0.0000018,-3.06E-09,0.00876,0.0572,0.00791,0.00249,16.8,1.22,10.5
87,-9.48E-08,0.00000263,1.03E-08,0.00923,0.0574,0.00672,0.00262,16.7,1.1,10.8
87,-0.000000168,0.00000201,1.03E-08,0.00898,0.0589,0.00753,0.00258,16.6,1.38,10.9
87,-0.000000058,0.0000018,-3.06E-09,0.00925,0.0612,0.00823,0.0026,16.8,1.18,10.8
255,-0.000000192,0.00253,1.03E-08,-0.000036,0.0135,0.000655,-0.00000101,-18.5,22.3,15.1
87,-0.000000144,0.00000263,1.03E-08,0.0097,0.0598,0.00705,0.00274,16.7,1.18,10.7
87,-3.36E-08,0.0000018,-3.06E-09,0.00956,0.0596,0.00756,0.00266,16.9,1.17,10.6
87,-0.000000144,0.00000201,1.03E-08,0.00976,0.0617,0.00781,0.00278,16.7,1.11,10.9
87,-0.000000144,0.00000201,1.03E-08,0.00942,0.0607,0.00756,0.00271,16.6,1.26,10.7
255,-0.000000058,0.0000018,-3.06E-09,0.000152,0.000166,0.000628,0.00000363,-55.9,         -INF,-3.95
87,-0.000000168,0.00000201,1.03E-08,0.00989,0.0612,0.00771,0.00281,16.7,1.31,10.9
87,-0.000000144,0.00000263,1.03E-08,0.0103,0.0607,0.0073,0.00284,16.8,1.32,10.7
87,-3.36E-08,0.0000018,-3.06E-09,0.0093,0.0587,0.00724,0.00259,16.8,1.34,10.6
87,-0.000000144,0.00000263,1.03E-08,0.0097,0.0605,0.00788,0.0028,16.7,1.2,10.7
87,-0.000000192,0.00000201,1.03E-08,0.00967,0.062,0.00862,0.00279,16.8,1.42,10.7
87,-3.36E-08,0.0000018,-3.06E-09,0.00929,0.0599,0.00771,0.00263,16.8,1.04,10.6
87,-0.000000119,0.00000201,1.03E-08,0.00969,0.0606,0.00767,0.00279,16.7,1.39,10.7
87,-0.000000168,0.00000201,1.03E-08,0.00957,0.0613,0.00833,0.00273,16.7,1.04,11
87,-0.000000058,0.0000018,-3.06E-09,0.00949,0.0575,0.00682,0.00266,16.9,1.09,10.5
87,-0.000000119,0.00000201,1.03E-08,0.00953,0.0607,0.0074,0.00275,16.7,1.49,10.6
87,-0.000000119,0.00000263,1.03E-08,0.00985,0.0601,0.00738,0.00277,16.8,1.22,10.7
87,-0.000000058,0.00000242,-3.06E-09,0.00937,0.0578,0.00664,0.00263,16.9,1.02,10.6
87,-0.000000192,0.00000201,1.03E-08,0.00992,0.0604,0.00751,0.00285,16.8,1.32,10.6
87,-0.000000168,0.00000263,1.03E-08,0.0095,0.0581,0.007,0.00274,16.8,1.41,10.6
87,-0.000000107,0.0000018,-3.06E-09,0.00923,0.0594,0.00755,0.00262,16.8,1.14,10.7
87,-9.48E-08,0.00000263,1.03E-08,0.00979,0.0603,0.00822,0.00279,16.8,1.12,10.6
87,-0.000000119,0.00000263,-1.47E-08,0.0102,0.0592,0.00721,0.00293,16.9,1.25,10.6
87,-9.26E-09,0.0000018,-3.06E-09,0.00953,0.0606,0.00733,0.00265,16.8,1.28,10.7
255,-0.000000144,0.00411,1.03E-08,-0.0000322,0.00536,0.000651,-0.00000101,-18.5,24.2,12.9
87,-0.000000168,0.00000201,1.03E-08,0.00928,0.0583,0.00756,0.00269,16.7,1.17,10.6
87,-3.36E-08,0.0000018,-3.06E-09,0.00941,0.058,0.00722,0.00269,16.8,1.1,10.6
87,-0.000000168,0.00000139,1.03E-08,0.00938,0.0584,0.0075,0.00267,16.7,1.37,10.9
87,-0.000000119,0.00000263,1.03E-08,0.00966,0.0586,0.00738,0.00277,16.8,1.25,10.9
87,-0.000000058,0.0000018,-3.06E-09,0.00946,0.0584,0.00753,0.00266,16.9,1.3,10.7
87,-0.000000058,0.00000118,-3.06E-09,0.00917,0.0574,0.00738,0.0026,16.9,1.04,10.5
87,-9.26E-09,0.00000242,-3.06E-09,0.0095,0.0586,0.00766,0.00268,16.9,1.19,10.6
87,-0.000000192,0.00000201,1.03E-08,0.00935,0.056,0.00637,0.00269,16.7,1.4,10.7
87,-9.26E-09,0.0000018,-3.06E-09,0.00924,0.058,0.00713,0.00262,16.9,1.3,10.6
87,-3.36E-08,0.0000018,-3.06E-09,0.00943,0.0566,0.00655,0.00267,16.9,1.04,10.5
87,-0.000000168,0.00000201,1.03E-08,0.00958,0.06,0.00763,0.00276,16.7,1.07,10.9
255,-3.36E-08,0.0000018,-3.06E-09,0.000152,0.000166,0.000624,0.00000363,-49.2,         -INF,3.61
87,1.51E-08,0.0000018,-3.06E-09,0.009,0.0601,0.00776,0.00257,16.9,1.36,10.6
87,-9.48E-08,0.00000201,1.03E-08,0.00924,0.0585,0.00764,0.00267,16.7,1.36,10.8
87,-3.36E-08,0.0000018,-3.06E-09,0.00932,0.0597,0.00756,0.0026,16.9,1.09,10.3
87,-9.26E-09,0.0000018,-3.06E-09,0.00892,0.0583,0.00705,0.00253,16.8,1.31,10.2
255,-0.000000168,0.00508,0.000000587,-0.0000172,0.0368,0.000655,0.0000254,-18.4,22.6,13.8
87,-3.36E-08,0.0000018,-3.06E-09,0.00968,0.059,0.00709,0.0027,17,1.14,10.5
87,-9.26E-09,0.0000018,-3.06E-09,0.00965,0.059,0.00801,0.00272,16.9,1.08,10.7
87,-0.000000144,0.00000263,1.03E-08,0.00956,0.0589,0.00745,0.00269,16.8,1.07,10.7
87,-3.36E-08,0.0000018,-3.06E-09,0.00957,0.059,0.00773,0.00268,16.9,1.17,10.6
87,1.51E-08,0.00000242,-3.06E-09,0.00938,0.0581,0.00732,0.00263,16.9,1.18,10.4
87,-0.000000119,0.00000201,1.03E-08,0.00911,0.057,0.00709,0.00262,16.7,1.24,10.6
87,-9.26E-09,0.0000018,-3.06E-09,0.00946,0.0585,0.00731,0.00269,17,1.41,10.5
87,-9.26E-09,0.00000242,-3.06E-09,0.00912,0.0574,0.00756,0.00256,16.8,1.13,10.6
87,-0.000000144,0.00000263,1.03E-08,0.00964,0.0571,0.00656,0.00273,16.9,1.18,10.7
87,-9.26E-09,0.00000118,-3.06E-09,0.00921,0.0572,0.00747,0.00262,16.8,1.26,10.7
87,-3.36E-08,0.0000018,-3.06E-09,0.00906,0.0566,0.00705,0.00257,16.9,1.2,10.6
87,-0.000000119,0.00000201,1.03E-08,0.00949,0.0575,0.00695,0.0027,16.7,1.3,10.9
87,-3.36E-08,0.0000018,-3.06E-09,0.00925,0.0568,0.0069,0.00262,17,1.17,10.5
87,-9.26E-09,0.0000018,-3.06E-09,0.00937,0.057,0.00693,0.00269,17,1.01,10.4
87,-0.000000119,0.00000263,1.03E-08,0.00925,0.0578,0.00753,0.00268,16.7,1.13,10.7
255,-0.000000058,0.00000242,-3.06E-09,0.00267,0.0299,0.000805,0.00126,-56.1,         -INF,-3.82
87,1.51E-08,0.00509,-3.06E-09,0.0293,0.0772,0.00264,0.0292,14.9,1.77,1.47
87,-0.000000119,0.00000201,1.03E-08,0.00913,0.0578,0.0072,0.00261,16.7,1.19,10.8
87,-3.36E-08,0.0000018,-3.06E-09,0.00921,0.0577,0.00767,0.00261,16.9,1.1,10.5
87,-9.26E-09,0.0000018,-3.06E-09,0.00942,0.0603,0.00847,0.00271,16.9,1.18,10.4
87,-0.000000119,0.00000201,1.03E-08,0.00909,0.058,0.00733,0.00262,16.7,1.38,10.7
87,-3.36E-08,0.0000018,-3.06E-09,0.00916,0.0602,0.00818,0.00257,16.8,1.18,10.7
87,-9.26E-09,0.0000018,-3.06E-09,0.00944,0.057,0.00756,0.00265,17.1,1.26,10.4
87,-0.000000144,0.00000263,1.03E-08,0.00976,0.0601,0.00799,0.00284,16.8,1.13,10.7
87,-9.26E-09,0.0000018,-3.06E-09,0.00932,0.0573,0.00702,0.00264,16.9,1.06,10.4
87,-0.000000058,0.00000242,-3.06E-09,0.00942,0.057,0.00658,0.00267,16.9,0.965,10.7
87,-9.48E-08,0.00000201,1.03E-08,0.00937,0.0574,0.0073,0.0027,16.8,1.25,10.7
87,-9.26E-09,0.0000018,-3.06E-09,0.00938,0.0567,0.0072,0.00263,17,1.07,10.5
87,1.51E-08,0.0000018,-3.06E-09,0.00865,0.056,0.00707,0.00245,16.8,1.13,10.2
87,-0.000000168,0.00000139,1.03E-08,0.00946,0.0583,0.00718,0.00269,16.8,1.33,10.5
87,-9.26E-09,0.00000242,-3.06E-09,0.00967,0.0593,0.00774,0.00273,17,1.18,10.3
87,-0.000000058,0.0000018,-3.06E-09,0.00966,0.0574,0.00711,0.00273,17.1,1.12,10.3
87,-0.000000168,0.00000201,1.03E-08,0.00926,0.0515,0.00677,0.00264,16.9,1.24,10.5
87,-9.26E-09,0.0000018,-3.06E-09,0.00944,0.0565,0.0069,0.00266,17,1.2,10.4
87,-3.36E-08,0.0000018,-3.06E-09,0.00954,0.0563,0.00691,0.00274,17.1,0.903,10.2
87,-0.000000144,0.00000263,1.03E-08,0.00925,0.0573,0.00675,0.00264,16.8,1.14,10.3
87,-3.36E-08,0.00000118,-3.06E-09,0.00871,0.0569,0.00772,0.00247,16.9,1.16,10.5
87,-8.24E-08,0.0000018,-3.06E-09,0.00969,0.0575,0.00706,0.00269,17.1,1.16,10.4
87,-9.48E-08,0.00000201,1.03E-08,0.00925,0.0565,0.00699,0.00269,16.8,1.17,10.5
87,-9.26E-09,0.0000018,-3.06E-09,0.00925,0.0568,0.00712,0.00263,16.9,1.2,10.3
87,3.95E-08,0.0000018,-3.06E-09,0.0095,0.0557,0.00667,0.0027,17,1.4,10.6
87,-0.000000192,0.00000201,1.03E-08,0.00935,0.059,0.00772,0.00267,16.7,1.65,10.8
87,-3.36E-08,0.0000018,-3.06E-09,0.00921,0.0556,0.00655,0.00261,17,1.06,10.4
87,-0.000000058,0.0000018,-3.06E-09,0.00919,0.0558,0.00681,0.00258,17,1.2,10.4
87,-0.000000168,0.00000201,1.03E-08,0.00912,0.0565,0.00709,0.00262,16.8,1.38,10.6
