REG1,SLEAK,SSLEEP,BBFSLEEP,LNAOUT,IDD1,IDD2,IDD3,LNA_GAIN,LNA_NF,LNA_IIP3
87,-0.000000107,0.00000265,6.92E-10,0.00962,0.0581,0.00766,0.00273,16.6,1.31,11.1
87,-0.000000119,0.00000143,1.08E-08,0.0102,0.0583,0.00642,0.00293,16.4,1.36,11.4
87,-0.000000119,0.00000143,1.08E-08,0.00997,0.0605,0.00759,0.00282,16.4,1.39,11.2
87,-3.36E-08,0.00000141,6.92E-10,0.00946,0.0588,0.00744,0.00263,16.5,1.52,10.9
87,-0.000000119,0.00000143,1.08E-08,0.00911,0.0583,0.00738,0.00262,16.3,1.36,11.1
87,-0.000000144,0.00000143,1.08E-08,0.00959,0.058,0.00755,0.00276,16.4,1.31,11.1
87,-9.26E-09,0.00000265,6.92E-10,0.00943,0.0565,0.00641,0.00264,16.5,1.56,11
87,-0.000000168,0.00000206,1.08E-08,0.00914,0.057,0.00709,0.00265,16.3,1.34,11.2
87,-0.000000144,0.00000206,1.08E-08,0.00952,0.0577,0.00726,0.00276,16.4,1.48,11.3
255,-9.26E-09,0.00509,0.000000602,0.000186,0.0405,0.00292,0.0000453,-18.9,22.2,23.2
87,-9.48E-08,0.00000143,1.08E-08,0.00946,0.0572,0.00662,0.00271,16.4,1.48,11.2
87,-0.000000144,0.00000143,1.08E-08,0.00979,0.057,0.00676,0.00282,16.5,1.3,11
87,1.51E-08,0.00000203,6.92E-10,0.0089,0.0566,0.00707,0.00252,16.6,1.51,10.8
87,-9.48E-08,0.00000143,1.08E-08,0.00941,0.057,0.00729,0.00266,16.5,1.52,11.1
87,-0.000000144,0.00000143,1.08E-08,0.00925,0.0565,0.00681,0.00267,16.5,1.47,11.1
87,1.51E-08,0.00000203,6.92E-10,0.00912,0.0578,0.00729,0.00257,16.5,1.37,10.8
87,-0.000000144,0.00000206,1.08E-08,0.0088,0.0562,0.007,0.00258,16.4,1.34,11
87,-0.000000119,0.00000143,1.08E-08,0.00967,0.0573,0.00697,0.00278,16.6,1.64,11
87,1.51E-08,0.00000203,6.92E-10,0.00978,0.0588,0.00728,0.00276,16.7,1.26,11
87,-0.000000144,0.00000206,1.08E-08,0.00903,0.0571,0.00689,0.00262,16.4,1.34,11
87,-0.000000119,0.00000143,1.08E-08,0.00971,0.0583,0.00704,0.00279,16.5,1.36,11.2
87,-3.36E-08,0.00000141,6.92E-10,0.00905,0.0566,0.00695,0.00257,16.7,1.26,10.7
87,-0.000000119,0.000000814,1.08E-08,0.00971,0.0587,0.00741,0.00276,16.5,1.28,11.2
87,-0.000000144,0.000000814,1.08E-08,0.00892,0.0559,0.00658,0.00257,16.5,1.52,10.8
87,3.95E-08,0.00000203,6.92E-10,0.00951,0.0557,0.00672,0.00266,16.7,1.32,10.9
87,-0.000000192,0.00000206,1.08E-08,0.00889,0.056,0.0069,0.00259,16.5,1.49,10.8
87,-9.48E-08,0.00000143,1.08E-08,0.0101,0.0579,0.00698,0.00283,16.6,1.28,11.1
87,-3.36E-08,0.00000141,6.92E-10,0.00904,0.0557,0.00696,0.00256,16.6,1.34,10.8
87,-0.000000168,0.00000206,1.08E-08,0.00922,0.0564,0.00662,0.00268,16.5,1.5,10.9
87,-0.000000144,0.00000143,1.08E-08,0.009,0.0558,0.00705,0.00261,16.5,1.27,10.9
87,1.51E-08,0.00000265,6.92E-10,0.00932,0.0575,0.00688,0.00265,16.6,1.28,11
87,-0.000000144,0.00000206,1.08E-08,0.00946,0.0574,0.00685,0.00271,16.4,1.53,11.2
87,-0.000000144,0.00000143,1.08E-08,0.00931,0.0573,0.00702,0.00267,16.5,1.48,11
87,-3.36E-08,0.00000203,6.92E-10,0.00909,0.0548,0.00612,0.00258,16.7,1.23,10.9
87,-0.000000119,0.00000143,1.08E-08,0.00925,0.056,0.0064,0.00262,16.5,1.48,10.8
87,-0.000000144,0.00000143,1.08E-08,0.00926,0.0568,0.00689,0.00262,16.4,1.51,11
87,1.51E-08,0.00000203,6.92E-10,0.00914,0.0569,0.00688,0.00261,16.7,1.4,10.8
87,-0.000000144,0.00000143,1.08E-08,0.00947,0.0572,0.00695,0.00269,16.5,1.34,11.1
87,-9.48E-08,0.00000143,-1.43E-08,0.00952,0.0562,0.00633,0.00265,16.5,1.37,11.1
87,-9.26E-09,0.00000203,6.92E-10,0.0091,0.0557,0.00678,0.0026,16.7,1.33,10.6
87,-9.48E-08,0.00000143,1.08E-08,0.00896,0.057,0.00713,0.00262,16.5,1.19,10.6
87,-9.48E-08,0.00000206,1.08E-08,0.00971,0.0582,0.00764,0.00276,16.5,1.64,11.1
87,1.51E-08,0.00000203,6.92E-10,0.0092,0.0557,0.00675,0.00263,16.7,1.35,10.6
87,-9.48E-08,0.000000814,1.08E-08,0.00983,0.0595,0.0078,0.00282,16.5,1.51,10.9
87,-9.48E-08,0.00000268,1.08E-08,0.00935,0.0569,0.00687,0.00264,16.6,1.31,10.6
87,3.95E-08,0.00000141,6.92E-10,0.00923,0.0567,0.00739,0.00261,16.7,1.47,10.8
87,-9.48E-08,0.00000143,1.08E-08,0.00925,0.0571,0.00726,0.00267,16.5,1.43,10.9
87,-0.000000046,0.00000143,1.08E-08,0.00993,0.0574,0.0074,0.0028,16.6,1.28,11
87,1.51E-08,0.00000203,6.92E-10,0.00897,0.0574,0.00757,0.00254,16.5,1.15,11
87,-9.48E-08,0.00000206,1.08E-08,0.0104,0.0592,0.00767,0.00285,16.6,1.55,11.1
87,-0.000000168,0.00000206,1.08E-08,0.00978,0.0592,0.00737,0.00278,16.5,1.43,11.1
87,-9.26E-09,0.00000203,6.92E-10,0.00948,0.059,0.00781,0.00261,16.6,1.3,11
87,-0.000000144,0.00000143,-1.43E-08,0.0104,0.0599,0.00706,0.00292,16.5,1.59,11.5
87,-0.000000119,0.00000143,1.08E-08,0.00955,0.0578,0.0073,0.00268,16.6,1.43,10.8
87,-3.36E-08,0.00000203,6.92E-10,0.00969,0.0571,0.00722,0.00266,16.7,1.5,10.9
87,-0.000000144,0.00000268,1.08E-08,0.01,0.0588,0.00724,0.00285,16.6,1.42,11
87,-9.48E-08,0.00000143,1.08E-08,0.0101,0.0575,0.00633,0.00287,16.7,1.34,10.9
87,-9.26E-09,0.00000203,6.92E-10,0.0093,0.0561,0.00656,0.00259,16.7,1.23,10.7
87,-7.04E-08,0.00000206,1.08E-08,0.0099,0.0581,0.00759,0.0027,16.6,1.49,10.8
87,-0.000000119,0.00000143,1.08E-08,0.00937,0.056,0.00716,0.00265,16.4,1.47,10.9
87,1.51E-08,0.00000203,6.92E-10,0.00914,0.0557,0.00641,0.00254,16.6,1.41,10.8
87,-0.000000168,0.00000206,1.08E-08,0.00958,0.0561,0.00674,0.00273,16.5,1.44,11.3
87,-0.000000119,0.00000143,1.08E-08,0.0095,0.0569,0.00688,0.00267,16.6,1.44,10.9
87,-3.36E-08,0.00000203,6.92E-10,0.00936,0.0565,0.00684,0.00262,16.6,1.41,10.9
87,-0.000000119,0.00000143,1.08E-08,0.00954,0.0572,0.00686,0.00273,16.6,1.42,11
87,-0.000000119,0.00000206,1.08E-08,0.0101,0.0582,0.00661,0.00282,16.6,1.5,11.1
87,-0.000000058,0.00000265,6.92E-10,0.00898,0.0583,0.00775,0.00255,16.5,1.45,10.9
87,-0.000000119,0.00000143,1.08E-08,0.0102,0.0587,0.00709,0.00285,16.5,1.33,10.9
87,-0.000000144,0.00000143,1.08E-08,0.00945,0.0594,0.0073,0.0027,16.5,1.3,11.3
87,-0.000000058,0.00000203,6.92E-10,0.00851,0.0558,0.00675,0.0024,16.5,1.27,10.9
87,-0.000000144,0.00000206,1.08E-08,0.00961,0.0588,0.00733,0.00276,16.5,1.39,11
87,-9.48E-08,0.00000143,1.08E-08,0.00964,0.0572,0.00693,0.00282,16.6,1.39,10.9
87,-0.000000119,0.00000143,1.08E-08,0.00909,0.0579,0.00707,0.00259,16.4,1.56,11.1
87,-9.26E-09,0.00000265,6.92E-10,0.00953,0.0557,0.00634,0.00266,16.7,1.34,10.9
87,-9.26E-09,0.00000203,6.92E-10,0.00923,0.0569,0.0076,0.0026,16.7,1.17,10.9
87,-7.04E-08,0.00000143,1.08E-08,0.00952,0.0575,0.00735,0.00273,16.5,1.51,10.9
87,-0.000000058,0.00000265,6.92E-10,0.0092,0.0565,0.00726,0.0026,16.7,1.49,10.9
87,-3.36E-08,0.00000203,6.92E-10,0.00944,0.0572,0.00697,0.00262,16.7,1.34,10.9
87,-7.04E-08,0.00000206,1.08E-08,0.00975,0.0572,0.00699,0.00278,16.6,1.53,10.8
87,1.51E-08,0.00000203,6.92E-10,0.00956,0.0571,0.00719,0.00269,16.7,1.12,10.7
87,1.51E-08,0.00000141,6.92E-10,0.00946,0.058,0.00728,0.0027,16.6,1.23,11
87,-9.48E-08,0.00000143,1.08E-08,0.00948,0.0567,0.00726,0.00272,16.5,1.25,10.9
87,6.39E-08,0.00000203,6.92E-10,0.00963,0.0578,0.00734,0.00262,16.6,1.24,11
87,-3.36E-08,0.00000141,6.92E-10,0.00941,0.0574,0.00694,0.00263,16.6,1.26,10.9
87,-0.000000192,0.00000143,1.08E-08,0.00976,0.0572,0.00685,0.00277,16.6,1.43,11
87,-9.26E-09,0.00000203,6.92E-10,0.00962,0.0574,0.00689,0.00271,16.6,1.26,10.9
87,-3.36E-08,0.00000141,6.92E-10,0.00965,0.0578,0.00721,0.00276,16.7,1.34,11.1
87,-0.000000119,0.00000143,1.08E-08,0.00982,0.0591,0.00753,0.0028,16.4,1.46,11.3
87,-3.36E-08,0.00000203,6.92E-10,0.00944,0.058,0.00759,0.00267,16.6,1.38,10.9
87,-3.36E-08,0.00000203,6.92E-10,0.00975,0.0567,0.00676,0.00276,16.7,1.2,11
87,-0.000000119,0.00000206,1.08E-08,0.00987,0.0582,0.00689,0.00279,16.5,1.26,11.1
87,-9.26E-09,0.00000203,6.92E-10,0.00977,0.0563,0.00644,0.00272,16.7,1.27,10.9
87,-0.000000058,0.00000203,6.92E-10,0.00941,0.0566,0.00699,0.00266,16.6,1.28,11
87,-9.48E-08,0.000000814,1.08E-08,0.00973,0.0587,0.0075,0.00278,16.5,1.32,11
87,1.51E-08,0.00000203,6.92E-10,0.00921,0.0565,0.00723,0.00263,16.7,1.23,10.8
87,1.51E-08,0.00000203,6.92E-10,0.00935,0.0561,0.00685,0.00261,16.7,1.17,11
87,-0.000000119,0.00000143,1.08E-08,0.00957,0.0582,0.00707,0.00274,16.4,1.15,11
87,1.51E-08,0.00000141,6.92E-10,0.00896,0.056,0.00715,0.00256,16.6,1.44,10.9
87,-0.000000058,0.00000203,6.92E-10,0.00945,0.0573,0.00725,0.00268,16.6,1.23,10.8
87,-0.000000119,0.00000206,1.08E-08,0.0096,0.058,0.0076,0.00278,16.5,1.36,11
87,1.51E-08,0.00000203,6.92E-10,0.00928,0.0578,0.00717,0.00258,16.5,1.21,10.9
87,-3.36E-08,0.00000141,6.92E-10,0.00992,0.0583,0.00717,0.00275,16.5,1.09,11.1
87,-0.000000119,0.00000143,1.08E-08,0.00958,0.0579,0.00727,0.00275,16.5,1.37,11
87,-9.26E-09,0.00000141,6.92E-10,0.0094,0.0575,0.00745,0.00265,16.6,1.14,11
87,-9.26E-09,0.00000203,6.92E-10,0.00918,0.0569,0.00653,0.0026,16.5,1.5,11
87,-0.000000144,0.00000143,1.08E-08,0.00977,0.0572,0.00671,0.00276,16.6,1.56,11.2
87,1.51E-08,0.00000203,6.92E-10,0.00965,0.058,0.00683,0.00263,16.4,1.43,10.8
87,-9.26E-09,0.00000141,6.92E-10,0.00958,0.0568,0.00682,0.00269,16.6,1.21,10.8
87,-0.000000046,0.00000206,1.08E-08,0.0104,0.0576,0.00665,0.00292,16.7,1.27,10.7
87,3.95E-08,0.00000203,6.92E-10,0.0094,0.0583,0.00747,0.00266,16.6,1.18,11
87,-8.24E-08,0.00000203,6.92E-10,0.00946,0.0562,0.00712,0.00266,16.6,1.16,10.9
87,-0.000000119,0.000000814,-1.43E-08,0.00945,0.0575,0.00716,0.00271,16.5,1.37,11
87,-9.26E-09,0.00000141,6.92E-10,0.0097,0.0573,0.00707,0.00275,16.6,1.47,10.9
255,-0.000000058,0.00000265,6.92E-10,0.000152,0.000162,0.000628,9.86E-08,-54,         -INF,-5.93
87,-0.000000119,0.00000143,1.08E-08,0.00932,0.0558,0.00585,0.00267,16.5,1.49,10.9
87,1.51E-08,0.00000203,6.92E-10,0.00937,0.0575,0.00719,0.00265,16.6,1.4,10.9
87,1.51E-08,0.00000141,6.92E-10,0.00891,0.0568,0.00731,0.00251,16.6,1.38,10.8
87,-0.000000144,0.00000143,1.08E-08,0.0099,0.0583,0.00733,0.00284,16.6,1.39,10.9
87,-3.36E-08,0.00000141,6.92E-10,0.0092,0.0563,0.00672,0.00257,16.6,1.35,10.8
87,-3.36E-08,0.00000203,6.92E-10,0.00935,0.0566,0.00697,0.0026,16.7,1.13,10.8
87,-0.000000119,0.00000143,1.08E-08,0.00973,0.0567,0.00637,0.00276,16.5,1.35,11.2
87,1.51E-08,0.00000265,6.92E-10,0.00947,0.0567,0.00698,0.00263,16.7,1.44,10.9
87,-9.26E-09,0.00000203,6.92E-10,0.00888,0.0552,0.00661,0.00253,16.5,1.51,10.8
87,-0.000000168,0.00000206,1.08E-08,0.00951,0.0558,0.00642,0.00271,16.6,1.39,11
87,-9.26E-09,0.00000265,6.92E-10,0.00942,0.0558,0.00699,0.00264,16.6,1.21,11
87,1.51E-08,0.00000203,6.92E-10,0.00918,0.0565,0.00733,0.0026,16.6,1.32,10.9
87,-0.000000144,0.00000143,1.08E-08,0.00956,0.0562,0.00653,0.00272,16.6,1.46,11.1
87,3.95E-08,0.00000141,6.92E-10,0.00873,0.0561,0.00733,0.00245,16.6,1.22,10.8
87,-0.000000058,0.00000203,6.92E-10,0.00931,0.0566,0.00701,0.0026,16.6,1.37,11
87,-0.000000168,0.00000143,1.08E-08,0.00975,0.0562,0.00664,0.00275,16.6,1.56,11
87,1.51E-08,0.00000203,6.92E-10,0.0093,0.0562,0.00718,0.00264,16.7,1.36,10.7
87,3.95E-08,0.00000203,6.92E-10,0.00941,0.0551,0.00629,0.00263,16.7,1.32,10.9
87,-0.000000144,0.000000814,1.08E-08,0.00936,0.0581,0.00727,0.0027,16.4,1.41,11
87,6.39E-08,0.00000203,6.92E-10,0.00967,0.056,0.00643,0.00268,16.7,1.49,10.9
87,1.51E-08,0.00000203,6.92E-10,0.00925,0.0558,0.0067,0.00264,16.6,1.43,10.9
87,-0.000000119,0.00000143,1.08E-08,0.00938,0.0576,0.00723,0.0027,16.5,1.39,10.8
87,-9.26E-09,0.00000203,6.92E-10,0.00912,0.0561,0.00652,0.00257,16.6,1.75,10.9
87,3.95E-08,0.00000203,6.92E-10,0.00889,0.0548,0.00645,0.00252,16.6,1.14,11
87,-0.000000144,0.00000206,1.08E-08,0.00964,0.057,0.00704,0.00276,16.5,1.23,11.2
87,-9.26E-09,0.00000141,6.92E-10,0.00921,0.0559,0.00699,0.00265,16.6,1.53,11
87,-3.36E-08,0.00000203,6.92E-10,0.00887,0.0554,0.00696,0.00251,16.6,1.38,10.9
255,-9.48E-08,0.00508,1.08E-08,-0.0000326,0.0174,0.000651,-0.00000133,-18.6,23.1,12.9
87,1.51E-08,0.00000141,6.92E-10,0.00939,0.0564,0.0069,0.00266,16.7,1.13,10.8
87,-0.000000058,0.00000203,6.92E-10,0.00894,0.0566,0.00695,0.00254,16.5,1.41,11
87,-9.48E-08,0.00000206,1.08E-08,0.0094,0.0581,0.00743,0.0027,16.5,1.54,11
87,1.51E-08,0.00000203,6.92E-10,0.00925,0.0576,0.0073,0.00264,16.6,1.21,10.8
87,1.51E-08,0.00000203,6.92E-10,0.00944,0.0576,0.00688,0.00267,16.6,1.38,10.9
87,-0.000000168,0.00000143,1.08E-08,0.00987,0.0578,0.00744,0.00281,16.7,1.38,11
87,3.95E-08,0.00000203,6.92E-10,0.00954,0.0576,0.00737,0.00268,16.6,1.53,11
87,-0.000000144,0.00000143,1.08E-08,0.00951,0.0559,0.00594,0.00272,16.6,1.43,11.1
87,-0.000000058,0.00000203,6.92E-10,0.00874,0.0557,0.00708,0.00246,16.5,1.37,10.9
87,-0.000000168,0.00000206,1.08E-08,0.00954,0.0566,0.00667,0.00273,16.5,1.53,10.9
87,-0.000000144,0.00000143,1.08E-08,0.00921,0.0559,0.00644,0.00267,16.4,1.44,11
87,-9.26E-09,0.00000203,6.92E-10,0.00905,0.057,0.00744,0.00251,16.7,1.2,10.8
87,-0.000000168,0.00000206,1.08E-08,0.00936,0.0552,0.00624,0.00262,16.6,1.39,10.9
87,-9.48E-08,0.00000143,1.08E-08,0.00947,0.0554,0.00656,0.00267,16.5,1.45,11
87,-9.26E-09,0.00000203,6.92E-10,0.00908,0.0559,0.0073,0.00256,16.7,1.36,10.9
87,-9.48E-08,0.00000143,1.08E-08,0.00953,0.0571,0.00669,0.00272,16.6,1.42,10.8
87,-0.000000119,0.000000814,1.08E-08,0.00949,0.0578,0.00716,0.00268,16.5,1.46,11
87,1.51E-08,0.00000203,6.92E-10,0.00903,0.055,0.00661,0.00252,16.6,1.19,10.7
87,-0.000000119,0.00000143,1.08E-08,0.00964,0.0577,0.00694,0.00273,16.5,1.44,10.9
87,-0.000000144,0.00000143,1.08E-08,0.00941,0.0564,0.00657,0.0027,16.5,1.46,11.1
87,-3.36E-08,0.00000203,6.92E-10,0.00924,0.0557,0.00629,0.00254,16.7,1.29,10.8
87,-0.000000119,0.00000143,1.08E-08,0.0096,0.0574,0.00664,0.00276,16.5,1.27,11
87,-0.000000168,0.00000206,-1.43E-08,0.00971,0.0569,0.00668,0.00269,16.6,1.15,11.1
87,-0.000000058,0.00000141,6.92E-10,0.00938,0.0561,0.00659,0.00264,16.7,1.24,10.7
87,-9.48E-08,0.00000143,1.08E-08,0.00952,0.0582,0.00704,0.00274,16.6,1.44,10.9
87,-0.000000144,0.00000206,1.08E-08,0.00971,0.0569,0.00675,0.00281,16.6,1.37,11
87,-3.36E-08,0.00000203,6.92E-10,0.00926,0.0562,0.00649,0.00261,16.7,1.18,10.8
87,-0.000000119,0.00000143,1.08E-08,0.00957,0.0571,0.00702,0.00271,16.6,1.32,11
87,-0.000000144,0.00000206,1.08E-08,0.00901,0.059,0.0079,0.00263,16.4,1.51,11
87,-3.36E-08,0.00000203,6.92E-10,0.00918,0.0562,0.0064,0.0026,16.6,1.31,10.9
87,-9.48E-08,0.00000143,1.08E-08,0.00951,0.0592,0.00715,0.00265,16.4,1.36,11.1
87,-0.000000144,0.00000143,1.08E-08,0.00924,0.0562,0.00672,0.00266,16.6,1.26,10.9
87,-0.000000058,0.00000203,6.92E-10,0.00912,0.0551,0.00663,0.00258,16.7,1.23,10.8
87,-0.000000119,0.00000143,1.08E-08,0.01,0.0574,0.00703,0.00284,16.7,1.33,10.9
87,-0.000000144,0.000000814,1.08E-08,0.00948,0.0564,0.00703,0.00264,16.5,1.52,11
87,-9.26E-09,0.00000203,6.92E-10,0.00925,0.0561,0.00687,0.00259,16.7,1.32,10.8
87,-0.000000119,0.00000143,1.08E-08,0.00975,0.0561,0.00661,0.00277,16.6,1.33,11
87,-0.000000144,0.00000143,1.08E-08,0.00905,0.0553,0.00637,0.00262,16.5,1.48,11
87,-3.36E-08,0.00000141,6.92E-10,0.00934,0.0561,0.00623,0.00265,16.8,1.25,10.8
87,-9.48E-08,0.00000206,1.08E-08,0.00909,0.056,0.00681,0.00258,16.4,1.44,10.9
87,-0.000000119,0.00000206,1.08E-08,0.00889,0.0559,0.00692,0.00259,16.5,1.41,10.7
87,-9.26E-09,0.00000203,6.92E-10,0.00926,0.0572,0.00695,0.00261,16.7,1.23,10.8
87,-0.000000168,0.00000143,1.08E-08,0.00975,0.0571,0.00711,0.0027,16.6,1.53,10.9
87,-0.000000144,0.00000143,1.08E-08,0.00923,0.0566,0.00648,0.00263,16.6,1.52,10.8
87,1.51E-08,0.00000203,6.92E-10,0.00893,0.0561,0.00711,0.00248,16.6,1.28,10.7
87,-0.000000119,0.00000143,1.08E-08,0.00981,0.058,0.00668,0.00276,16.5,1.16,11
87,-0.000000144,0.00000143,1.08E-08,0.00941,0.0567,0.00663,0.0027,16.5,1.64,10.9
87,-3.36E-08,0.00000203,6.92E-10,0.00899,0.0569,0.00693,0.00255,16.6,1.41,10.6
87,-0.000000119,0.000000814,1.08E-08,0.00932,0.0568,0.00651,0.00264,16.5,1.37,11
87,-0.000000119,0.00000268,1.08E-08,0.00978,0.0587,0.0073,0.00276,16.6,1.41,10.8
87,1.51E-08,0.00000203,6.92E-10,0.00933,0.0556,0.00627,0.00265,16.7,1.5,10.8
87,-9.48E-08,0.00000143,1.08E-08,0.00942,0.0585,0.00759,0.00271,16.6,1.15,10.9
87,-0.000000144,0.00000206,1.08E-08,0.00944,0.0568,0.00651,0.00264,16.4,1.53,11.1
87,-9.26E-09,0.00000203,6.92E-10,0.00973,0.0587,0.00756,0.00269,16.6,1.43,10.8
87,-0.000000144,0.00000143,1.08E-08,0.00921,0.057,0.00713,0.00267,16.3,1.51,11
87,-0.000000168,0.00000143,1.08E-08,0.00909,0.0561,0.00645,0.00262,16.5,1.45,10.8
87,-3.36E-08,0.00000203,6.92E-10,0.00912,0.0579,0.00683,0.0026,16.5,1.23,10.7
87,-0.000000119,0.00000143,1.08E-08,0.00944,0.058,0.00706,0.00269,16.4,1.38,11
87,-0.000000168,0.00000143,1.08E-08,0.00982,0.0577,0.00701,0.00277,16.6,1.24,10.8
255,-9.26E-09,0.00000203,6.92E-10,0.00507,0.0255,0.000802,0.0032,-49.6,         -INF,-1.71
87,-0.000000144,0.00000143,1.08E-08,0.0095,0.0581,0.007,0.00274,16.5,1.29,11.1
87,-0.000000119,0.00000143,1.08E-08,0.01,0.0585,0.00687,0.00284,16.6,1.35,11.2
87,-0.000000119,0.00000143,1.08E-08,0.00941,0.0577,0.00695,0.0027,16.5,1.51,10.9
87,1.51E-08,0.00000265,6.92E-10,0.00926,0.0594,0.00788,0.00262,16.6,1.16,10.8
87,-9.26E-09,0.00000203,6.92E-10,0.00948,0.0583,0.00753,0.00267,16.7,1.37,10.6
87,-0.000000144,0.00000143,1.08E-08,0.00961,0.0583,0.00655,0.00275,16.5,1.3,10.9
87,1.51E-08,0.00000203,6.92E-10,0.0095,0.0587,0.00766,0.00265,16.6,1.39,10.7
87,-3.36E-08,0.00000265,6.92E-10,0.00965,0.0581,0.00718,0.00269,16.7,1.25,10.8
87,-0.000000168,0.00000206,1.08E-08,0.0105,0.0603,0.00687,0.00304,16.7,1.47,11
87,-0.000000058,0.00000203,6.92E-10,0.00954,0.0576,0.00677,0.00264,16.7,1.04,10.7
87,1.51E-08,0.00000203,6.92E-10,0.00982,0.0589,0.00757,0.00276,16.7,1.16,10.9
87,-0.000000144,0.00000206,1.08E-08,0.01,0.0589,0.00649,0.00289,16.6,1.47,10.9
255,-0.000000058,0.00000265,6.92E-10,0.00426,0.0323,0.000798,0.00253,-54.4,         -INF,-1.16
87,-3.36E-08,0.00000203,6.92E-10,0.00926,0.0579,0.00724,0.00263,16.6,1.39,10.9
87,-0.000000119,0.00000143,1.08E-08,0.00989,0.0582,0.00698,0.00284,16.6,1.4,11.1
87,1.51E-08,0.00000203,6.92E-10,0.00912,0.0582,0.00727,0.00257,16.5,1.14,10.9
87,1.51E-08,0.00000203,6.92E-10,0.00916,0.0578,0.00745,0.0026,16.7,1.48,10.8
87,-9.48E-08,0.00000143,1.08E-08,0.00979,0.0584,0.00684,0.0028,16.6,1.35,11
87,1.51E-08,0.00000203,6.92E-10,0.00944,0.0573,0.00708,0.00264,16.7,1.39,10.8
87,-9.26E-09,0.00000265,6.92E-10,0.00962,0.0571,0.00683,0.00264,16.6,1.44,11
87,-9.48E-08,0.000000814,1.08E-08,0.00972,0.0586,0.00719,0.00277,16.5,1.48,11
87,-9.26E-09,0.00000265,6.92E-10,0.00951,0.0581,0.00673,0.00266,16.6,1.26,10.8
87,-3.36E-08,0.00000265,6.92E-10,0.0092,0.0813,0.00701,0.00253,16.6,1.39,10.8
87,-0.000000168,0.000000814,1.08E-08,0.0105,0.0604,0.00748,0.00295,16.7,1.38,11
87,-3.36E-08,0.00000265,6.92E-10,0.00912,0.0574,0.007,0.00259,16.5,1.45,10.9
87,-0.000000192,0.000000814,1.08E-08,0.00998,0.0612,0.00769,0.00282,16.4,1.39,11.3
87,-3.36E-08,0.00000265,6.92E-10,0.00961,0.0584,0.00759,0.00269,16.6,1.53,11
87,-0.000000168,0.00000143,1.08E-08,0.00976,0.0596,0.00735,0.00278,16.4,1.47,11.3
87,-0.000000168,0.00000143,1.08E-08,0.00926,0.0575,0.00746,0.00263,16.4,1.33,11
87,1.51E-08,0.00000203,6.92E-10,0.00914,0.0561,0.0069,0.0026,16.7,1.31,10.8
87,-0.000000144,0.00000206,1.08E-08,0.00986,0.0576,0.00733,0.00282,16.5,1.33,11.1
87,-0.000000119,0.00000143,1.08E-08,0.00952,0.0572,0.00682,0.00276,16.5,1.28,11.1
87,1.51E-08,0.00000203,6.92E-10,0.00942,0.0583,0.00686,0.00266,16.6,1.32,11
87,-0.000000168,0.00000206,1.08E-08,0.00949,0.0571,0.00654,0.00272,16.5,1.41,11.1
87,-0.000000119,0.00000206,1.08E-08,0.00971,0.0584,0.00687,0.00283,16.6,1.25,10.9
87,-3.36E-08,0.00000203,6.92E-10,0.00942,0.0558,0.00686,0.00268,16.7,1.04,11.1
87,-0.000000168,0.00000143,1.08E-08,0.00969,0.0587,0.00694,0.00277,16.5,1.36,11.1
87,-9.48E-08,0.000000814,1.08E-08,0.0103,0.0585,0.00743,0.00292,16.6,1.38,11.3
87,-3.36E-08,0.00000203,6.92E-10,0.00948,0.0593,0.00759,0.00264,16.7,1.34,11
87,-0.000000144,0.00000206,-1.43E-08,0.0103,0.0585,0.00701,0.00287,16.6,1.49,11.1
87,-0.000000168,0.000000814,1.08E-08,0.00969,0.0575,0.00728,0.00273,16.5,1.17,11.1
87,-3.36E-08,0.00000203,6.92E-10,0.00944,0.0564,0.00696,0.00264,16.6,1.31,10.9
87,-0.000000119,0.00000143,1.08E-08,0.00913,0.0558,0.00647,0.00266,16.4,1.33,11
87,-9.48E-08,0.00000143,1.08E-08,0.0099,0.0573,0.00665,0.00282,16.5,1.46,10.8
87,-3.36E-08,0.00000203,6.92E-10,0.00935,0.0596,0.00758,0.00264,16.5,1.34,10.9
87,-0.000000144,0.00000206,1.08E-08,0.00991,0.0586,0.00743,0.00284,16.5,1.29,11.1
87,-9.48E-08,0.00000143,1.08E-08,0.00984,0.0569,0.00709,0.00281,16.5,1.49,11.1
87,-3.36E-08,0.00000203,6.92E-10,0.00924,0.0579,0.00753,0.00263,16.5,1.24,11.1
87,-0.000000119,0.00000143,1.08E-08,0.01,0.0576,0.00726,0.00279,16.6,1.57,11
87,-0.000000119,0.00000268,1.08E-08,0.00982,0.0568,0.00607,0.00273,16.5,1.21,11
87,1.51E-08,0.00000141,6.92E-10,0.00928,0.0563,0.00662,0.0026,16.6,1.24,10.9
87,-0.000000144,0.00000143,1.08E-08,0.0094,0.057,0.00681,0.00272,16.4,1.23,11.3
87,-0.000000119,0.00000143,1.08E-08,0.00953,0.0575,0.00701,0.00272,16.5,1.28,11.1
87,-3.36E-08,0.00000141,6.92E-10,0.00931,0.0562,0.00694,0.00262,16.7,1.21,10.9
87,-0.000000119,0.00000206,1.08E-08,0.00952,0.0577,0.00768,0.00269,16.5,1.48,11.1
87,-0.000000168,0.00000143,1.08E-08,0.00926,0.0561,0.00651,0.00265,16.4,1.21,11.4
